rules,support,confidence,lift,count
"{Organic Gala Apples,Organic Strawberries} => {Bag of Organic Bananas}",0.001365217,0.330049632,2.796331477,4389
"{Cucumber Kirby,Organic Baby Arugula} => {Banana}",0.000565497,0.354040896,2.408550931,1818
"{Organic Baby Arugula,Organic Raspberries} => {Bag of Organic Bananas}",0.000538124,0.32300224,2.736622756,1730
"{Organic Avocado,Organic Baby Arugula} => {Banana}",0.001013103,0.328492184,2.234742269,3257
"{Honeycrisp Apple,Original Hummus} => {Banana}",0.000504841,0.401832137,2.73367619,1623
"{Organic Fuji Apple,Original Hummus} => {Banana}",0.000512928,0.427312775,2.907021746,1649
"{Cucumber Kirby,Original Hummus} => {Banana}",0.000595358,0.379310345,2.580459758,1914
"{Organic Whole Milk,Original Hummus} => {Banana}",0.000582293,0.310963455,2.115493799,1872
"{Organic Raspberries,Original Hummus} => {Organic Strawberries}",0.000695517,0.317298141,3.853944318,2236
"{Organic Raspberries,Original Hummus} => {Bag of Organic Bananas}",0.000709515,0.323683837,2.742397555,2281
"{Limes,Original Hummus} => {Banana}",0.000595358,0.319425901,2.173064075,1914
"{Large Lemon,Original Hummus} => {Banana}",0.000574517,0.340398083,2.315738465,1847
"{Organic Avocado,Original Hummus} => {Banana}",0.000992263,0.392036377,2.66703534,3190
"{Organic Hass Avocado,Original Hummus} => {Bag of Organic Bananas}",0.001046697,0.32688945,2.769556975,3365
"{Organic Baby Spinach,Original Hummus} => {Banana}",0.001097399,0.32169235,2.188482793,3528
"{Organic Cilantro,Organic Cucumber} => {Bag of Organic Bananas}",0.000538124,0.324516976,2.74945629,1730
"{Organic Cilantro,Organic Lemon} => {Limes}",0.000524748,0.311945266,7.131381072,1687
"{Organic Cilantro,Organic Lemon} => {Organic Hass Avocado}",0.000543412,0.323039941,4.862408733,1747
"{Organic Cilantro,Organic Lemon} => {Bag of Organic Bananas}",0.000521327,0.309911243,2.625709833,1676
"{Organic Cilantro,Organic Garlic} => {Limes}",0.000998173,0.328824675,7.517261245,3209
"{Organic Cilantro,Organic Yellow Onion} => {Limes}",0.000798787,0.302473498,6.914846972,2568
"{Organic Cilantro,Organic Raspberries} => {Bag of Organic Bananas}",0.00065788,0.384265988,3.255677257,2115
"{Large Lemon,Organic Cilantro} => {Limes}",0.00100626,0.407276848,9.310756455,3235
"{Organic Avocado,Organic Cilantro} => {Limes}",0.001082469,0.360136604,8.233083285,3480
"{Banana,Organic Cilantro} => {Limes}",0.001068471,0.310972298,7.109138035,3435
"{Organic Cilantro,Organic Hass Avocado} => {Bag of Organic Bananas}",0.001262258,0.338505172,2.867970683,4058
"{Carrots,Cucumber Kirby} => {Banana}",0.000550877,0.336308393,2.287916181,1771
"{Carrots,Organic Raspberries} => {Bag of Organic Bananas}",0.000514173,0.332528666,2.817334994,1653
"{Carrots,Organic Avocado} => {Banana}",0.000744975,0.321260899,2.185547619,2395
"{Carrots,Organic Hass Avocado} => {Bag of Organic Bananas}",0.000944672,0.316948445,2.685332231,3037
"{Organic Large Extra Fancy Fuji Apple,Organic Small Bunch Celery} => {Bag of Organic Bananas}",0.000525993,0.384842968,3.26056569,1691
"{Organic Cucumber,Organic Small Bunch Celery} => {Bag of Organic Bananas}",0.000831759,0.311618692,2.640176129,2674
"{Organic Lemon,Organic Small Bunch Celery} => {Organic Hass Avocado}",0.000646682,0.319944598,4.815817527,2079
"{Organic Lemon,Organic Small Bunch Celery} => {Bag of Organic Bananas}",0.000637661,0.315481687,2.672905184,2050
"{Organic Garlic,Organic Small Bunch Celery} => {Organic Yellow Onion}",0.000943116,0.331982919,9.409511532,3032
"{Organic Raspberries,Organic Small Bunch Celery} => {Bag of Organic Bananas}",0.000787589,0.402928071,3.413790961,2532
"{Organic Hass Avocado,Organic Small Bunch Celery} => {Bag of Organic Bananas}",0.001374237,0.375776133,3.183747321,4418
"{Organic Small Bunch Celery,Organic Strawberries} => {Bag of Organic Bananas}",0.001062872,0.318126804,2.695315826,3417
"{Honeycrisp Apple,Yellow Onions} => {Banana}",0.000559898,0.458481915,3.119066349,1800
"{Cucumber Kirby,Yellow Onions} => {Banana}",0.000665034,0.417089348,2.837471463,2138
"{Organic Zucchini,Yellow Onions} => {Banana}",0.000567052,0.30633507,2.084006752,1823
"{Organic Whole Milk,Yellow Onions} => {Banana}",0.000526304,0.373427499,2.540438583,1692
"{Strawberries,Yellow Onions} => {Banana}",0.0007288,0.466733068,3.175199188,2343
"{Limes,Yellow Onions} => {Banana}",0.00099133,0.332915491,2.264834166,3187
"{Large Lemon,Yellow Onions} => {Banana}",0.001128816,0.337361718,2.295081979,3629
"{Organic Avocado,Yellow Onions} => {Banana}",0.001121661,0.378662186,2.576050316,3606
"{Organic Baby Spinach,Yellow Onions} => {Banana}",0.001115129,0.354144028,2.409252546,3585
"{Organic Strawberries,Yellow Onions} => {Banana}",0.000795677,0.372343523,2.533064255,2558
"{Organic Cucumber,Organic Large Extra Fancy Fuji Apple} => {Organic Hass Avocado}",0.000579805,0.302744843,4.556926199,1864
"{Organic Cucumber,Organic Large Extra Fancy Fuji Apple} => {Organic Strawberries}",0.000577939,0.301770343,3.665341668,1858
"{Organic Cucumber,Organic Large Extra Fancy Fuji Apple} => {Bag of Organic Bananas}",0.000797854,0.416598993,3.529617265,2565
"{Organic Large Extra Fancy Fuji Apple,Organic Lemon} => {Organic Hass Avocado}",0.000556165,0.331602374,4.991290781,1788
"{Organic Large Extra Fancy Fuji Apple,Organic Lemon} => {Bag of Organic Bananas}",0.000700805,0.417841246,3.540142203,2253
"{Organic Blueberries,Organic Large Extra Fancy Fuji Apple} => {Bag of Organic Bananas}",0.000523193,0.360711988,3.05611699,1682
"{Organic Large Extra Fancy Fuji Apple,Organic Zucchini} => {Bag of Organic Bananas}",0.000694584,0.404969169,3.431084078,2233
"{Organic Garlic,Organic Large Extra Fancy Fuji Apple} => {Bag of Organic Bananas}",0.000558031,0.372508306,3.15606079,1794
"{Organic Large Extra Fancy Fuji Apple,Organic Yellow Onion} => {Bag of Organic Bananas}",0.00076706,0.399093704,3.381304451,2466
"{Organic Large Extra Fancy Fuji Apple,Organic Whole Milk} => {Bag of Organic Bananas}",0.00061962,0.339989759,2.880548788,1992
"{Organic Large Extra Fancy Fuji Apple,Organic Raspberries} => {Organic Strawberries}",0.000822427,0.311022233,3.777716322,2644
"{Organic Large Extra Fancy Fuji Apple,Organic Raspberries} => {Bag of Organic Bananas}",0.001190715,0.450299965,3.815147315,3828
"{Organic Avocado,Organic Large Extra Fancy Fuji Apple} => {Banana}",0.000565808,0.302008966,2.054576135,1819
"{Organic Hass Avocado,Organic Large Extra Fancy Fuji Apple} => {Bag of Organic Bananas}",0.001805358,0.434658878,3.682628874,5804
"{Organic Baby Spinach,Organic Large Extra Fancy Fuji Apple} => {Bag of Organic Bananas}",0.001266613,0.36618705,3.102504223,4072
"{Organic Large Extra Fancy Fuji Apple,Organic Strawberries} => {Bag of Organic Bananas}",0.001713597,0.364520611,3.088385389,5509
"{Fresh Cauliflower,Organic Cucumber} => {Bag of Organic Bananas}",0.000531281,0.337549407,2.859873007,1708
"{Fresh Cauliflower,Organic Raspberries} => {Bag of Organic Bananas}",0.000728489,0.357284516,3.027077876,2342
"{Fresh Cauliflower,Organic Avocado} => {Banana}",0.000785412,0.324258379,2.20593957,2525
"{Fresh Cauliflower,Organic Hass Avocado} => {Bag of Organic Bananas}",0.001160543,0.350690854,2.971213361,3731
"{Honeycrisp Apple,Organic Baby Carrots} => {Banana}",0.000558653,0.375575073,2.555048592,1796
"{Organic Baby Carrots,Seedless Red Grapes} => {Banana}",0.000508263,0.325238854,2.212609766,1634
"{Apple Honeycrisp Organic,Organic Baby Carrots} => {Bag of Organic Bananas}",0.000517283,0.329241734,2.789486603,1663
"{Organic Baby Carrots,Organic Cucumber} => {Bag of Organic Bananas}",0.000523815,0.352596315,2.987357294,1684
"{Cucumber Kirby,Organic Baby Carrots} => {Banana}",0.000710137,0.387014748,2.632873048,2283
"{Organic Baby Carrots,Organic Whole Milk} => {Banana}",0.000581049,0.306531014,2.085339768,1868
"{Organic Baby Carrots,Strawberries} => {Banana}",0.000538124,0.320192486,2.178279172,1730
"{Organic Baby Carrots,Organic Raspberries} => {Organic Strawberries}",0.000608422,0.325511732,3.953707662,1956
"{Organic Baby Carrots,Organic Raspberries} => {Bag of Organic Bananas}",0.000656946,0.351472791,2.977838284,2112
"{Large Lemon,Organic Baby Carrots} => {Banana}",0.000675299,0.323402354,2.200116002,2171
"{Organic Avocado,Organic Baby Carrots} => {Banana}",0.000921342,0.36667492,2.494500577,2962
"{Organic Baby Carrots,Organic Hass Avocado} => {Bag of Organic Bananas}",0.0010946,0.352287516,2.984741011,3519
"{Honeycrisp Apple,Seedless Red Grapes} => {Banana}",0.000852288,0.435542839,2.963011118,2740
"{Cucumber Kirby,Honeycrisp Apple} => {Banana}",0.000910456,0.44906413,3.054996871,2927
"{Honeycrisp Apple,Organic Whole Milk} => {Banana}",0.000771725,0.402629017,2.739097388,2481
"{Honeycrisp Apple,Strawberries} => {Banana}",0.001149967,0.490578556,3.337420769,3697
"{Honeycrisp Apple,Limes} => {Banana}",0.000835492,0.384098384,2.613032934,2686
"{Honeycrisp Apple,Large Lemon} => {Banana}",0.001205024,0.40843437,2.778591383,3874
"{Honeycrisp Apple,Organic Avocado} => {Banana}",0.001497415,0.435813869,2.964854945,4814
"{Honeycrisp Apple,Organic Baby Spinach} => {Banana}",0.001221199,0.386037365,2.626223878,3926
"{Honeycrisp Apple,Organic Strawberries} => {Banana}",0.001319803,0.370082861,2.517684905,4243
"{Organic Fuji Apple,Seedless Red Grapes} => {Banana}",0.000828959,0.467872191,3.182948678,2665
"{Cucumber Kirby,Seedless Red Grapes} => {Banana}",0.000782301,0.441848208,3.005906734,2515
"{Organic Whole Milk,Seedless Red Grapes} => {Banana}",0.000657569,0.367077618,2.497240145,2114
"{Seedless Red Grapes,Strawberries} => {Banana}",0.001193515,0.381981085,2.598628885,3837
"{Organic Raspberries,Seedless Red Grapes} => {Organic Strawberries}",0.000646371,0.34375517,4.175294813,2078
"{Organic Raspberries,Seedless Red Grapes} => {Bag of Organic Bananas}",0.000631129,0.335649297,2.843774405,2029
"{Limes,Seedless Red Grapes} => {Banana}",0.000668766,0.362257793,2.46445073,2150
"{Large Lemon,Seedless Red Grapes} => {Banana}",0.000899569,0.395730706,2.692167973,2892
"{Organic Avocado,Seedless Red Grapes} => {Banana}",0.001011237,0.416688029,2.834741273,3251
"{Organic Hass Avocado,Seedless Red Grapes} => {Bag of Organic Bananas}",0.000849178,0.342191025,2.89919892,2730
"{Organic Baby Spinach,Seedless Red Grapes} => {Banana}",0.000986664,0.338744126,2.304486546,3172
"{Organic Strawberries,Seedless Red Grapes} => {Banana}",0.001378592,0.31804808,2.163690718,4432
"{Cucumber Kirby,Organic Fuji Apple} => {Banana}",0.001024924,0.462585989,3.146986486,3295
"{Organic Fuji Apple,Organic Whole Milk} => {Banana}",0.000635484,0.389365352,2.648864274,2043
"{Organic Fuji Apple,Strawberries} => {Banana}",0.001141258,0.490180361,3.334711832,3669
"{Organic Fuji Apple,Organic Raspberries} => {Banana}",0.000542478,0.3437808,2.338751191,1744
"{Limes,Organic Fuji Apple} => {Banana}",0.000715425,0.406073446,2.762529948,2300
"{Large Lemon,Organic Fuji Apple} => {Banana}",0.001093978,0.426406402,2.900855657,3517
"{Organic Avocado,Organic Fuji Apple} => {Banana}",0.001322291,0.453585147,3.085753487,4251
"{Organic Fuji Apple,Organic Hass Avocado} => {Banana}",0.000753995,0.33503801,2.279273722,2424
"{Organic Baby Spinach,Organic Fuji Apple} => {Banana}",0.001148723,0.394973262,2.687015058,3693
"{Organic Fuji Apple,Organic Strawberries} => {Banana}",0.001169875,0.390469269,2.656374258,3761
"{Apple Honeycrisp Organic,Organic Cucumber} => {Bag of Organic Bananas}",0.000681209,0.377001205,3.194126689,2190
"{Apple Honeycrisp Organic,Organic Lemon} => {Organic Hass Avocado}",0.000624286,0.33799259,5.087476544,2007
"{Apple Honeycrisp Organic,Organic Lemon} => {Bag of Organic Bananas}",0.000738754,0.399966319,3.388697638,2375
"{Apple Honeycrisp Organic,Organic Blueberries} => {Bag of Organic Bananas}",0.000503286,0.341350211,2.892075157,1618
"{Apple Honeycrisp Organic,Organic Zucchini} => {Bag of Organic Bananas}",0.000679653,0.352419355,2.985858008,2185
"{Apple Honeycrisp Organic,Organic Garlic} => {Bag of Organic Bananas}",0.000591003,0.322580645,2.733050808,1900
"{Apple Honeycrisp Organic,Organic Yellow Onion} => {Bag of Organic Bananas}",0.000800031,0.337710084,2.861234336,2572
"{Apple Honeycrisp Organic,Organic Whole Milk} => {Bag of Organic Bananas}",0.000653214,0.307602168,2.606146295,2100
"{Apple Honeycrisp Organic,Organic Raspberries} => {Organic Strawberries}",0.000991019,0.302564103,3.674982778,3186
"{Apple Honeycrisp Organic,Organic Raspberries} => {Bag of Organic Bananas}",0.001329135,0.405792972,3.438063715,4273
"{Apple Honeycrisp Organic,Large Lemon} => {Banana}",0.000663479,0.301697313,2.05245595,2133
"{Apple Honeycrisp Organic,Organic Avocado} => {Banana}",0.00073471,0.31992415,2.176453677,2362
"{Apple Honeycrisp Organic,Organic Hass Avocado} => {Bag of Organic Bananas}",0.00206851,0.428506991,3.630507275,6650
"{Apple Honeycrisp Organic,Organic Baby Spinach} => {Bag of Organic Bananas}",0.001193826,0.319115324,2.70369102,3838
"{Apple Honeycrisp Organic,Organic Strawberries} => {Bag of Organic Bananas}",0.001711731,0.346754883,2.937866014,5503
"{Organic Cucumber,Organic Lemon} => {Organic Hass Avocado}",0.000860376,0.332972192,5.011909334,2766
"{Organic Cucumber,Organic Lemon} => {Bag of Organic Bananas}",0.000862864,0.333935235,2.829252091,2774
"{Organic Blueberries,Organic Cucumber} => {Organic Strawberries}",0.000534702,0.353049908,4.288189905,1719
"{Organic Blueberries,Organic Cucumber} => {Bag of Organic Bananas}",0.000536257,0.354076812,2.999900747,1724
"{Organic Cucumber,Organic Zucchini} => {Bag of Organic Bananas}",0.00084389,0.331298083,2.806908928,2713
"{Organic Cucumber,Organic Garlic} => {Bag of Organic Bananas}",0.000737198,0.32293228,2.736030016,2370
"{Organic Cucumber,Organic Yellow Onion} => {Organic Hass Avocado}",0.000773281,0.313532602,4.719303926,2486
"{Organic Cucumber,Organic Yellow Onion} => {Bag of Organic Bananas}",0.000804386,0.326144533,2.763245694,2586
"{Organic Cucumber,Organic Whole Milk} => {Bag of Organic Bananas}",0.000590692,0.318143743,2.69545934,1899
"{Organic Cucumber,Organic Raspberries} => {Organic Hass Avocado}",0.000852288,0.317976094,4.786187526,2740
"{Organic Cucumber,Organic Raspberries} => {Organic Strawberries}",0.000872507,0.325519322,3.95379985,2805
"{Organic Cucumber,Organic Raspberries} => {Bag of Organic Bananas}",0.001085579,0.405013346,3.43145836,3490
"{Organic Cucumber,Organic Hass Avocado} => {Bag of Organic Bananas}",0.002094328,0.385712649,3.267934027,6733
"{Bag of Organic Bananas,Organic Cucumber} => {Organic Hass Avocado}",0.002094328,0.312668338,4.706295003,6733
"{Organic Baby Spinach,Organic Cucumber} => {Bag of Organic Bananas}",0.001587621,0.322772402,2.734675463,5104
"{Organic Cucumber,Organic Strawberries} => {Bag of Organic Bananas}",0.001748747,0.339595288,2.87720665,5622
"{Organic Grape Tomatoes,Organic Lemon} => {Organic Hass Avocado}",0.000526615,0.319795995,4.813580751,1693
"{Organic Grape Tomatoes,Organic Lemon} => {Bag of Organic Bananas}",0.000545278,0.331129581,2.805481301,1753
"{Organic Blueberries,Organic Lemon} => {Bag of Organic Bananas}",0.000533458,0.348789913,2.955107712,1715
"{Organic Lemon,Organic Zucchini} => {Organic Hass Avocado}",0.000682764,0.301635289,4.540225152,2195
"{Organic Lemon,Organic Zucchini} => {Bag of Organic Bananas}",0.000729422,0.322248179,2.730234004,2345
"{Organic Lemon,Organic Yellow Onion} => {Organic Hass Avocado}",0.001028656,0.312275732,4.700385474,3307
"{Organic Lemon,Organic Yellow Onion} => {Bag of Organic Bananas}",0.001028656,0.312275732,2.645742867,3307
"{Organic Lemon,Organic Raspberries} => {Organic Hass Avocado}",0.001134415,0.360055287,5.419565043,3647
"{Organic Lemon,Organic Raspberries} => {Organic Strawberries}",0.000998173,0.316813111,3.848053079,3209
"{Organic Lemon,Organic Raspberries} => {Bag of Organic Bananas}",0.001266924,0.402112746,3.406883149,4073
"{Organic Baby Spinach,Organic Lemon} => {Organic Hass Avocado}",0.001374548,0.318050957,4.787314373,4419
"{Organic Lemon,Organic Strawberries} => {Organic Hass Avocado}",0.001562736,0.33157339,4.990854509,5024
"{Organic Hass Avocado,Organic Lemon} => {Bag of Organic Bananas}",0.002477858,0.374941165,3.17667309,7966
"{Bag of Organic Bananas,Organic Lemon} => {Organic Hass Avocado}",0.002477858,0.355895099,5.356945747,7966
"{Organic Baby Spinach,Organic Lemon} => {Bag of Organic Bananas}",0.001436448,0.332373686,2.816021934,4618
"{Organic Lemon,Organic Strawberries} => {Bag of Organic Bananas}",0.001690579,0.358698522,3.039057982,5435
"{Organic Blueberries,Organic Grape Tomatoes} => {Organic Strawberries}",0.000598468,0.333795975,4.054329146,1924
"{Cucumber Kirby,Organic Grape Tomatoes} => {Banana}",0.000828648,0.375899534,2.557255911,2664
"{Organic Grape Tomatoes,Strawberries} => {Banana}",0.000617754,0.376421531,2.560807073,1986
"{Organic Grape Tomatoes,Organic Raspberries} => {Organic Strawberries}",0.000860065,0.342160624,4.155927252,2765
"{Organic Grape Tomatoes,Organic Raspberries} => {Bag of Organic Bananas}",0.000872196,0.346986759,2.939830571,2804
"{Large Lemon,Organic Grape Tomatoes} => {Banana}",0.000860376,0.305534077,2.078557575,2766
"{Organic Avocado,Organic Grape Tomatoes} => {Banana}",0.001214044,0.3193683,2.172672216,3903
"{Organic Grape Tomatoes,Organic Hass Avocado} => {Bag of Organic Bananas}",0.001429916,0.344447775,2.918319133,4597
"{Organic Blueberries,Organic Zucchini} => {Bag of Organic Bananas}",0.000516039,0.308651163,2.61503386,1659
"{Organic Blueberries,Organic Whole Milk} => {Organic Strawberries}",0.000715114,0.336111111,4.082449089,2299
"{Organic Blueberries,Organic Raspberries} => {Organic Strawberries}",0.001337844,0.319491903,3.880590036,4301
"{Organic Blueberries,Organic Raspberries} => {Bag of Organic Bananas}",0.001370505,0.327291636,2.772964475,4406
"{Limes,Organic Blueberries} => {Organic Strawberries}",0.000527859,0.30046034,3.649430205,1697
"{Large Lemon,Organic Blueberries} => {Banana}",0.000688052,0.33158447,2.255779187,2212
"{Organic Avocado,Organic Blueberries} => {Banana}",0.000976088,0.340420916,2.315893794,3138
"{Organic Blueberries,Organic Hass Avocado} => {Organic Strawberries}",0.001237685,0.324260451,3.938509442,3979
"{Organic Blueberries,Organic Hass Avocado} => {Bag of Organic Bananas}",0.001484662,0.388965854,3.295496672,4773
"{Cucumber Kirby,Organic Zucchini} => {Banana}",0.000605934,0.315874818,2.148905946,1948
"{Cucumber Kirby,Organic Garlic} => {Banana}",0.000623353,0.338227848,2.300974289,2004
"{Cucumber Kirby,Organic Whole Milk} => {Banana}",0.000823671,0.422328549,2.873113901,2648
"{Cucumber Kirby,Strawberries} => {Banana}",0.001231464,0.445131549,3.028243405,3959
"{Cucumber Kirby,Limes} => {Large Lemon}",0.001026479,0.307033867,6.465967466,3300
"{Cucumber Kirby,Limes} => {Banana}",0.001213422,0.362951247,2.469168318,3901
"{Cucumber Kirby,Large Lemon} => {Banana}",0.001688402,0.375458256,2.554253878,5428
"{Cucumber Kirby,Organic Avocado} => {Banana}",0.002051091,0.423506744,2.881129198,6594
"{Cucumber Kirby,Organic Hass Avocado} => {Banana}",0.00092352,0.324729301,2.209143265,2969
"{Cucumber Kirby,Organic Baby Spinach} => {Banana}",0.001893076,0.385287415,2.621121944,6086
"{Cucumber Kirby,Organic Strawberries} => {Banana}",0.001541273,0.411374014,2.798589871,4955
"{Organic Zucchini,Strawberries} => {Banana}",0.000615887,0.358435916,2.438450387,1980
"{Organic Raspberries,Organic Zucchini} => {Bag of Organic Bananas}",0.001126016,0.385270328,3.26418648,3620
"{Organic Hass Avocado,Organic Zucchini} => {Bag of Organic Bananas}",0.001897742,0.370566084,3.139605396,6101
"{Organic Strawberries,Organic Zucchini} => {Bag of Organic Bananas}",0.001573312,0.330156658,2.797238254,5058
"{Organic Garlic,Organic Raspberries} => {Bag of Organic Bananas}",0.000840468,0.365036477,3.092756036,2702
"{Organic Avocado,Organic Garlic} => {Banana}",0.001321047,0.311158327,2.116819515,4247
"{Organic Garlic,Organic Hass Avocado} => {Bag of Organic Bananas}",0.001824333,0.331412104,2.807874965,5865
"{Organic Raspberries,Organic Yellow Onion} => {Bag of Organic Bananas}",0.001034566,0.386654266,3.275911841,3326
"{Organic Hass Avocado,Organic Yellow Onion} => {Bag of Organic Bananas}",0.002201641,0.355196467,3.009386973,7078
"{Organic Strawberries,Organic Yellow Onion} => {Bag of Organic Bananas}",0.001648898,0.318359258,2.697285282,5301
"{Organic Whole Milk,Strawberries} => {Banana}",0.000917921,0.388085218,2.640155488,2951
"{Organic Raspberries,Organic Whole Milk} => {Organic Strawberries}",0.000998795,0.310151647,3.767142074,3211
"{Organic Raspberries,Organic Whole Milk} => {Bag of Organic Bananas}",0.001070026,0.332270839,2.815150566,3440
"{Limes,Organic Whole Milk} => {Banana}",0.000818072,0.312018033,2.122668123,2630
"{Large Lemon,Organic Whole Milk} => {Banana}",0.001028656,0.340892691,2.319103299,3307
"{Organic Avocado,Organic Whole Milk} => {Banana}",0.001614371,0.397062199,2.701226158,5190
"{Organic Hass Avocado,Organic Whole Milk} => {Bag of Organic Bananas}",0.001619037,0.351974574,2.982089621,5205
"{Limes,Strawberries} => {Banana}",0.00094125,0.3785339,2.575177583,3026
"{Large Lemon,Strawberries} => {Banana}",0.001502081,0.423856754,2.883510329,4829
"{Organic Avocado,Strawberries} => {Banana}",0.001645477,0.415032167,2.823476395,5290
"{Organic Hass Avocado,Strawberries} => {Banana}",0.000748085,0.315782563,2.148278335,2405
"{Organic Baby Spinach,Strawberries} => {Banana}",0.001365528,0.319249509,2.171864075,4390
"{Limes,Organic Raspberries} => {Bag of Organic Bananas}",0.000892103,0.304879345,2.583077296,2868
"{Organic Avocado,Organic Raspberries} => {Banana}",0.000881528,0.307709012,2.093353723,2834
"{Organic Hass Avocado,Organic Raspberries} => {Organic Strawberries}",0.00245484,0.305974489,3.716405776,7892
"{Organic Hass Avocado,Organic Raspberries} => {Bag of Organic Bananas}",0.003548817,0.442329314,3.747616317,11409
"{Organic Baby Spinach,Organic Raspberries} => {Bag of Organic Bananas}",0.002005366,0.357293283,3.027152158,6447
"{Organic Raspberries,Organic Strawberries} => {Bag of Organic Bananas}",0.003603252,0.342084281,2.898294532,11584
"{Limes,Organic Avocado} => {Banana}",0.002261053,0.330258973,2.246761792,7269
"{Large Lemon,Organic Avocado} => {Banana}",0.002620009,0.344964574,2.346804438,8423
"{Large Lemon,Organic Baby Spinach} => {Banana}",0.002252343,0.317476324,2.159801043,7241
"{Large Lemon,Organic Strawberries} => {Banana}",0.001707687,0.336706532,2.290624728,5490
"{Organic Avocado,Organic Baby Spinach} => {Banana}",0.003350054,0.348667811,2.37199767,10770
"{Organic Avocado,Organic Strawberries} => {Banana}",0.002706171,0.362741828,2.467743636,8700
"{Organic Baby Spinach,Organic Hass Avocado} => {Bag of Organic Bananas}",0.003793617,0.349445575,2.960662781,12196
"{Organic Hass Avocado,Organic Strawberries} => {Bag of Organic Bananas}",0.004686342,0.369319018,3.129039681,15066
"{Organic Hass Avocado,Organic Large Extra Fancy Fuji Apple,Organic Strawberries} => {Bag of Organic Bananas}",0.000525371,0.472447552,4.002791811,1689
"{Bag of Organic Bananas,Organic Large Extra Fancy Fuji Apple,Organic Strawberries} => {Organic Hass Avocado}",0.000525371,0.306589218,4.614791859,1689
"{Apple Honeycrisp Organic,Organic Hass Avocado,Organic Raspberries} => {Bag of Organic Bananas}",0.000503286,0.544597779,4.614081535,1618
"{Apple Honeycrisp Organic,Bag of Organic Bananas,Organic Raspberries} => {Organic Hass Avocado}",0.000503286,0.378656681,5.6995539,1618
"{Apple Honeycrisp Organic,Organic Hass Avocado,Organic Strawberries} => {Bag of Organic Bananas}",0.000545589,0.484129175,4.101763859,1754
"{Apple Honeycrisp Organic,Bag of Organic Bananas,Organic Strawberries} => {Organic Hass Avocado}",0.000545589,0.318735235,4.797614152,1754
"{Organic Baby Spinach,Organic Cucumber,Organic Hass Avocado} => {Bag of Organic Bananas}",0.000573273,0.43870507,3.716910064,1843
"{Bag of Organic Bananas,Organic Baby Spinach,Organic Cucumber} => {Organic Hass Avocado}",0.000573273,0.361089342,5.435129674,1843
"{Organic Cucumber,Organic Hass Avocado,Organic Strawberries} => {Bag of Organic Bananas}",0.000623975,0.443707144,3.759289926,2006
"{Bag of Organic Bananas,Organic Cucumber,Organic Strawberries} => {Organic Hass Avocado}",0.000623975,0.356812522,5.370754835,2006
"{Organic Hass Avocado,Organic Lemon,Organic Raspberries} => {Bag of Organic Bananas}",0.000573273,0.50534686,4.2815298,1843
"{Bag of Organic Bananas,Organic Lemon,Organic Raspberries} => {Organic Hass Avocado}",0.000573273,0.452492021,6.810926063,1843
"{Organic Baby Spinach,Organic Hass Avocado,Organic Lemon} => {Bag of Organic Bananas}",0.000606245,0.441050011,3.736777478,1949
"{Bag of Organic Bananas,Organic Baby Spinach,Organic Lemon} => {Organic Hass Avocado}",0.000606245,0.422044175,6.352624003,1949
"{Organic Hass Avocado,Organic Lemon,Organic Strawberries} => {Bag of Organic Bananas}",0.000692718,0.443272293,3.755605665,2227
"{Bag of Organic Bananas,Organic Lemon,Organic Strawberries} => {Organic Hass Avocado}",0.000692718,0.40975161,6.167595874,2227
"{Organic Blueberries,Organic Hass Avocado,Organic Strawberries} => {Bag of Organic Bananas}",0.000515728,0.41668761,3.530368068,1658
"{Bag of Organic Bananas,Organic Blueberries,Organic Hass Avocado} => {Organic Strawberries}",0.000515728,0.347370626,4.219208621,1658
"{Cucumber Kirby,Organic Avocado,Organic Baby Spinach} => {Banana}",0.000513862,0.457111234,3.109741563,1652
"{Organic Hass Avocado,Organic Strawberries,Organic Zucchini} => {Bag of Organic Bananas}",0.000509507,0.469879518,3.981034249,1638
"{Bag of Organic Bananas,Organic Strawberries,Organic Zucchini} => {Organic Hass Avocado}",0.000509507,0.323843416,4.874502675,1638
"{Organic Garlic,Organic Hass Avocado,Organic Yellow Onion} => {Bag of Organic Bananas}",0.000549633,0.376839411,3.192755899,1767
"{Bag of Organic Bananas,Organic Garlic,Organic Yellow Onion} => {Organic Hass Avocado}",0.000549633,0.323211999,4.864998562,1767
"{Bag of Organic Bananas,Organic Garlic,Organic Hass Avocado} => {Organic Yellow Onion}",0.000549633,0.301278772,8.539252835,1767
"{Organic Baby Spinach,Organic Hass Avocado,Organic Yellow Onion} => {Bag of Organic Bananas}",0.000572029,0.403201052,3.416103782,1839
"{Bag of Organic Bananas,Organic Baby Spinach,Organic Yellow Onion} => {Organic Hass Avocado}",0.000572029,0.333877996,5.025543521,1839
"{Organic Hass Avocado,Organic Strawberries,Organic Yellow Onion} => {Bag of Organic Bananas}",0.000561142,0.419144981,3.551188043,1804
"{Bag of Organic Bananas,Organic Strawberries,Organic Yellow Onion} => {Organic Hass Avocado}",0.000561142,0.340313148,5.122405671,1804
"{Organic Baby Spinach,Organic Hass Avocado,Organic Raspberries} => {Bag of Organic Bananas}",0.000725067,0.484917828,4.108445692,2331
"{Bag of Organic Bananas,Organic Baby Spinach,Organic Raspberries} => {Organic Hass Avocado}",0.000725067,0.361563518,5.442266991,2331
